,Operación,Provincia,Superficie
1900,Alquiler,Tarragona,161
1901,Alquiler,Lleida,65
1902,Venta,Barcelona,145
1903,Venta,Tarragona,220
1904,Alquiler,Lleida,87
1905,Alquiler,Tarragona,90
1906,Venta,Tarragona,106
1907,Venta,Lleida,51
1908,Alquiler,Tarragona,119
1909,Alquiler,Tarragona,185
1910,Alquiler,Barcelona,113
1911,Venta,Girona,95
1912,Alquiler,Tarragona,287
1913,Alquiler,Lleida,161
1914,Alquiler,Lleida,177
1915,Venta,Lleida,263
1916,Venta,Tarragona,58
1917,Venta,Girona,45
1918,Alquiler,Tarragona,44
1919,Venta,Girona,243
1920,Venta,Girona,87
1921,Venta,Tarragona,223
1922,Alquiler,Tarragona,287
1923,Alquiler,Tarragona,295
1924,Alquiler,Barcelona,276
1925,Alquiler,Girona,103
1926,Alquiler,Girona,46
1927,Alquiler,Tarragona,179
1928,Alquiler,Girona,96
1929,Alquiler,Tarragona,276
1930,Alquiler,Tarragona,288
1931,Venta,Girona,88
1932,Alquiler,Barcelona,180
1933,Alquiler,Tarragona,105
1934,Alquiler,Tarragona,80
1935,Venta,Barcelona,249
1936,Venta,Girona,188
1937,Venta,Tarragona,154
1938,Alquiler,Girona,137
1939,Venta,Girona,102
1940,Venta,Lleida,172
1941,Alquiler,Girona,113
1942,Venta,Lleida,289
1943,Alquiler,Girona,210
1944,Venta,Lleida,264
1945,Alquiler,Barcelona,264
1946,Alquiler,Lleida,176
1947,Alquiler,Barcelona,176
1948,Venta,Barcelona,85
1949,Venta,Barcelona,67
1950,Alquiler,Girona,162
1951,Alquiler,Lleida,162
1952,Alquiler,Girona,250
1953,Venta,Lleida,264
1954,Venta,Barcelona,150
1955,Venta,Girona,202
1956,Alquiler,Barcelona,293
1957,Alquiler,Lleida,296
1958,Venta,Tarragona,203
1959,Venta,Tarragona,287
1960,Venta,Barcelona,171
1961,Venta,Barcelona,238
1962,Alquiler,Tarragona,117
1963,Venta,Girona,116
1964,Alquiler,Lleida,57
1965,Venta,Barcelona,66
1966,Venta,Lleida,216
1967,Venta,Lleida,218
1968,Venta,Barcelona,259
1969,Venta,Barcelona,106
1970,Alquiler,Girona,135
1971,Alquiler,Tarragona,154
1972,Venta,Girona,67
1973,Alquiler,Girona,57
1974,Alquiler,Barcelona,147
1975,Venta,Barcelona,165
1976,Alquiler,Tarragona,207
1977,Venta,Tarragona,162
1978,Alquiler,Barcelona,238
1979,Venta,Lleida,281
1980,Alquiler,Girona,49
1981,Venta,Barcelona,248
1982,Alquiler,Barcelona,243
1983,Venta,Tarragona,110
1984,Venta,Tarragona,289
1985,Alquiler,Barcelona,190
1986,Alquiler,Girona,139
1987,Alquiler,Girona,210
1988,Venta,Barcelona,276
1989,Alquiler,Tarragona,203
1990,Venta,Tarragona,274
1991,Venta,Lleida,116
1992,Venta,Girona,299
1993,Venta,Girona,86
1994,Alquiler,Barcelona,267
1995,Venta,Tarragona,178
1996,Venta,Tarragona,206
1997,Venta,Tarragona,264
1998,Venta,Tarragona,243
1999,Venta,Tarragona,96
2000,Venta,Barcelona,265
2001,Venta,Barcelona,283
2002,Alquiler,Tarragona,300
2003,Alquiler,Barcelona,56
2004,Alquiler,Lleida,142
2005,Venta,Girona,272
2006,Alquiler,Barcelona,54
2007,Alquiler,Barcelona,221
2008,Alquiler,Tarragona,137
2009,Venta,Barcelona,158
2010,Venta,Lleida,259
2011,Venta,Tarragona,94
2012,Alquiler,Lleida,137
2013,Alquiler,Girona,227
2014,Venta,Girona,262
2015,Alquiler,Girona,284
2016,Alquiler,Barcelona,202
2017,Venta,Barcelona,75
2018,Alquiler,Tarragona,204
2019,Alquiler,Lleida,80
2020,Alquiler,Lleida,150
2021,Venta,Tarragona,129
2022,Venta,Girona,141
2023,Alquiler,Girona,271
2024,Alquiler,Lleida,277
2025,Alquiler,Barcelona,216
2026,Venta,Girona,41
2027,Venta,Barcelona,122
2028,Alquiler,Barcelona,179
2029,Alquiler,Barcelona,229
2030,Venta,Lleida,233
2031,Venta,Girona,116
2032,Alquiler,Girona,155
2033,Alquiler,Girona,163
2034,Venta,Lleida,289
2035,Venta,Barcelona,90
2036,Venta,Barcelona,110
2037,Alquiler,Barcelona,283
2038,Venta,Barcelona,199
2039,Alquiler,Lleida,207
2040,Venta,Tarragona,120
2041,Venta,Barcelona,80
2042,Alquiler,Girona,280
2043,Alquiler,Lleida,107
2044,Alquiler,Tarragona,194
2045,Alquiler,Girona,256
2046,Alquiler,Barcelona,249
2047,Venta,Tarragona,170
2048,Venta,Barcelona,275
2049,Alquiler,Barcelona,180
2050,Venta,Tarragona,130
2051,Alquiler,Girona,68
2052,Venta,Girona,185
2053,Venta,Tarragona,247
2054,Alquiler,Barcelona,271
2055,Alquiler,Girona,289
2056,Alquiler,Barcelona,54
2057,Alquiler,Tarragona,122
2058,Alquiler,Barcelona,98
2059,Venta,Barcelona,207
2060,Venta,Lleida,261
2061,Alquiler,Lleida,54
2062,Venta,Barcelona,274
2063,Alquiler,Barcelona,144
2064,Venta,Tarragona,148
2065,Alquiler,Girona,165
2066,Alquiler,Lleida,129
2067,Alquiler,Lleida,255
2068,Alquiler,Barcelona,199
2069,Venta,Barcelona,245
2070,Alquiler,Lleida,272
2071,Venta,Barcelona,93
2072,Venta,Girona,239
2073,Venta,Barcelona,80
2074,Venta,Lleida,209
2075,Venta,Barcelona,267
2076,Alquiler,Lleida,246
2077,Alquiler,Barcelona,123
2078,Alquiler,Barcelona,221
2079,Venta,Girona,234
2080,Venta,Girona,66
2081,Alquiler,Tarragona,114
2082,Venta,Girona,267
2083,Alquiler,Girona,188
2084,Venta,Girona,296
2085,Alquiler,Girona,256
2086,Alquiler,Barcelona,265
2087,Venta,Lleida,101
2088,Alquiler,Tarragona,41
2089,Alquiler,Lleida,178
2090,Venta,Lleida,171
2091,Venta,Girona,85
2092,Alquiler,Tarragona,293
2093,Alquiler,Girona,154
2094,Venta,Lleida,40
2095,Alquiler,Lleida,137
2096,Alquiler,Tarragona,190
2097,Alquiler,Girona,123
2098,Venta,Lleida,144
2099,Venta,Lleida,80
2100,Venta,Tarragona,220
2101,Venta,Tarragona,197
2102,Alquiler,Tarragona,229
2103,Venta,Barcelona,223
2104,Alquiler,Lleida,237
2105,Alquiler,Tarragona,212
2106,Venta,Lleida,84
2107,Venta,Tarragona,139
2108,Venta,Lleida,91
2109,Alquiler,Barcelona,273
2110,Venta,Lleida,261
2111,Venta,Tarragona,81
2112,Venta,Lleida,258
2113,Alquiler,Lleida,136
2114,Alquiler,Tarragona,254
2115,Alquiler,Tarragona,294
2116,Alquiler,Lleida,95
2117,Venta,Lleida,246
2118,Alquiler,Girona,98
2119,Alquiler,Girona,75
2120,Alquiler,Tarragona,169
2121,Alquiler,Girona,123
2122,Venta,Barcelona,56
2123,Venta,Lleida,89
2124,Venta,Barcelona,95
2125,Venta,Barcelona,252
2126,Venta,Lleida,157
2127,Venta,Lleida,264
2128,Alquiler,Barcelona,234
2129,Venta,Lleida,168
2130,Alquiler,Tarragona,288
2131,Alquiler,Tarragona,210
2132,Venta,Barcelona,40
2133,Venta,Lleida,235
2134,Alquiler,Tarragona,283
2135,Venta,Tarragona,68
2136,Venta,Tarragona,216
2137,Venta,Girona,108
2138,Alquiler,Lleida,129
2139,Alquiler,Lleida,194
2140,Alquiler,Lleida,65
2141,Alquiler,Tarragona,88
2142,Alquiler,Tarragona,124
2143,Alquiler,Tarragona,218
2144,Venta,Tarragona,46
2145,Venta,Tarragona,95
2146,Venta,Barcelona,104
2147,Alquiler,Tarragona,206
2148,Alquiler,Barcelona,142
2149,Alquiler,Barcelona,211
2150,Venta,Lleida,43
2151,Venta,Barcelona,293
2152,Venta,Barcelona,227
2153,Venta,Girona,200
2154,Alquiler,Girona,252
2155,Alquiler,Tarragona,259
2156,Venta,Tarragona,254
2157,Venta,Tarragona,96
2158,Venta,Barcelona,233
2159,Alquiler,Tarragona,118
2160,Venta,Lleida,210
2161,Alquiler,Barcelona,184
2162,Alquiler,Lleida,141
2163,Venta,Tarragona,62
2164,Venta,Barcelona,83
2165,Alquiler,Girona,131
2166,Venta,Barcelona,149
2167,Alquiler,Tarragona,84
2168,Venta,Tarragona,227
2169,Alquiler,Tarragona,132
2170,Alquiler,Barcelona,114
2171,Alquiler,Lleida,201
2172,Venta,Tarragona,279
2173,Venta,Lleida,188
2174,Alquiler,Lleida,117
2175,Alquiler,Tarragona,276
2176,Alquiler,Barcelona,78
2177,Venta,Girona,271
2178,Venta,Girona,127
2179,Alquiler,Tarragona,101
2180,Venta,Lleida,153
2181,Venta,Tarragona,126
2182,Venta,Tarragona,55
2183,Alquiler,Tarragona,107
2184,Alquiler,Girona,88
2185,Alquiler,Barcelona,228
2186,Alquiler,Tarragona,71
2187,Venta,Girona,245
2188,Venta,Girona,271
2189,Venta,Tarragona,217
2190,Alquiler,Tarragona,88
2191,Venta,Lleida,249
2192,Alquiler,Barcelona,260
2193,Alquiler,Tarragona,154
2194,Venta,Lleida,168
2195,Alquiler,Barcelona,64
2196,Venta,Lleida,160
2197,Venta,Barcelona,110
2198,Venta,Tarragona,193
2199,Venta,Girona,272
2200,Alquiler,Barcelona,257
2201,Venta,Barcelona,135
2202,Alquiler,Tarragona,78
2203,Alquiler,Tarragona,81
2204,Venta,Lleida,166
2205,Venta,Girona,121
2206,Venta,Barcelona,281
2207,Venta,Tarragona,100
2208,Venta,Tarragona,296
2209,Alquiler,Lleida,240
2210,Venta,Lleida,146
2211,Venta,Barcelona,287
2212,Alquiler,Girona,97
2213,Venta,Girona,249
2214,Alquiler,Lleida,141
2215,Alquiler,Girona,125
2216,Venta,Tarragona,130
2217,Alquiler,Barcelona,243
2218,Alquiler,Lleida,74
2219,Alquiler,Lleida,48
2220,Alquiler,Girona,269
2221,Venta,Girona,201
2222,Alquiler,Girona,99
2223,Venta,Barcelona,293
2224,Venta,Tarragona,243
2225,Alquiler,Girona,177
2226,Venta,Girona,131
2227,Venta,Tarragona,176
2228,Alquiler,Lleida,126
2229,Alquiler,Girona,143
2230,Alquiler,Girona,223
2231,Venta,Barcelona,227
2232,Alquiler,Girona,162
2233,Alquiler,Barcelona,177
2234,Venta,Barcelona,62
2235,Venta,Tarragona,138
2236,Venta,Tarragona,248
2237,Alquiler,Lleida,217
2238,Alquiler,Tarragona,272
2239,Venta,Girona,52
2240,Alquiler,Girona,258
2241,Venta,Tarragona,84
2242,Alquiler,Barcelona,45
2243,Alquiler,Girona,150
2244,Alquiler,Barcelona,182
2245,Alquiler,Girona,240
2246,Alquiler,Tarragona,214
2247,Venta,Barcelona,143
2248,Venta,Girona,229
2249,Alquiler,Barcelona,63
2250,Alquiler,Girona,283
2251,Venta,Lleida,48
2252,Venta,Tarragona,258
2253,Alquiler,Tarragona,87
2254,Alquiler,Lleida,178
2255,Alquiler,Barcelona,121
2256,Alquiler,Girona,196
2257,Alquiler,Barcelona,60
2258,Alquiler,Girona,286
2259,Alquiler,Barcelona,83
2260,Alquiler,Lleida,93
2261,Venta,Tarragona,199
2262,Alquiler,Tarragona,220
2263,Alquiler,Lleida,274
2264,Alquiler,Tarragona,149
2265,Venta,Girona,290
2266,Venta,Barcelona,151
2267,Alquiler,Girona,97
2268,Venta,Tarragona,185
2269,Venta,Girona,202
2270,Alquiler,Girona,225
2271,Alquiler,Tarragona,191
2272,Alquiler,Tarragona,150
2273,Alquiler,Lleida,114
2274,Venta,Tarragona,114
2275,Alquiler,Barcelona,235
2276,Venta,Girona,263
2277,Alquiler,Tarragona,294
2278,Venta,Tarragona,66
2279,Alquiler,Tarragona,290
2280,Alquiler,Barcelona,254
2281,Venta,Tarragona,76
2282,Alquiler,Girona,42
2283,Alquiler,Girona,70
2284,Venta,Girona,203
2285,Venta,Lleida,108
2286,Venta,Tarragona,230
2287,Venta,Girona,134
2288,Venta,Barcelona,111
2289,Venta,Lleida,97
2290,Venta,Girona,283
2291,Venta,Barcelona,295
2292,Venta,Tarragona,102
2293,Venta,Tarragona,112
2294,Venta,Barcelona,155
2295,Alquiler,Tarragona,118
2296,Alquiler,Lleida,164
2297,Venta,Tarragona,118
2298,Alquiler,Girona,41
2299,Venta,Tarragona,128
2300,Alquiler,Tarragona,190
2301,Alquiler,Tarragona,123
2302,Alquiler,Girona,79
2303,Venta,Barcelona,185
2304,Alquiler,Barcelona,180
2305,Venta,Lleida,150
2306,Alquiler,Tarragona,154
2307,Alquiler,Lleida,261
2308,Venta,Tarragona,298
2309,Venta,Girona,82
2310,Alquiler,Girona,80
2311,Alquiler,Girona,261
2312,Alquiler,Girona,82
2313,Alquiler,Barcelona,234
2314,Alquiler,Lleida,84
2315,Venta,Girona,181
2316,Venta,Tarragona,151
2317,Venta,Tarragona,179
2318,Venta,Lleida,47
2319,Alquiler,Tarragona,113
2320,Alquiler,Tarragona,58
2321,Alquiler,Barcelona,45
2322,Venta,Tarragona,141
2323,Venta,Girona,182
2324,Alquiler,Barcelona,89
2325,Venta,Girona,89
2326,Venta,Tarragona,161
2327,Alquiler,Barcelona,130
2328,Venta,Tarragona,188
2329,Alquiler,Tarragona,124
2330,Venta,Lleida,224
2331,Venta,Lleida,180
2332,Venta,Lleida,135
2333,Venta,Barcelona,288
2334,Venta,Girona,265
2335,Alquiler,Barcelona,189
2336,Venta,Barcelona,193
2337,Alquiler,Girona,154
2338,Venta,Lleida,211
2339,Venta,Tarragona,196
2340,Venta,Girona,220
2341,Venta,Lleida,244
2342,Alquiler,Lleida,166
2343,Alquiler,Girona,120
2344,Alquiler,Barcelona,89
2345,Venta,Lleida,143
2346,Venta,Girona,205
2347,Alquiler,Lleida,121
2348,Venta,Girona,107
2349,Venta,Lleida,62
2350,Alquiler,Lleida,94
2351,Venta,Tarragona,252
2352,Venta,Barcelona,160
2353,Alquiler,Lleida,48
2354,Venta,Barcelona,289
2355,Venta,Girona,199
2356,Alquiler,Girona,75
2357,Venta,Girona,287
2358,Alquiler,Girona,193
2359,Alquiler,Tarragona,212
2360,Venta,Barcelona,218
2361,Alquiler,Tarragona,187
2362,Alquiler,Tarragona,286
2363,Alquiler,Girona,70
2364,Alquiler,Tarragona,279
2365,Alquiler,Tarragona,270
2366,Venta,Tarragona,243
2367,Venta,Lleida,134
2368,Alquiler,Lleida,69
2369,Alquiler,Lleida,132
2370,Venta,Lleida,270
2371,Alquiler,Girona,220
2372,Venta,Barcelona,200
2373,Venta,Lleida,239
2374,Venta,Girona,138
2375,Alquiler,Tarragona,296
2376,Alquiler,Girona,123
2377,Venta,Barcelona,292
2378,Venta,Barcelona,233
2379,Alquiler,Tarragona,238
2380,Venta,Girona,205
2381,Venta,Barcelona,148
2382,Alquiler,Girona,250
2383,Venta,Girona,91
2384,Alquiler,Barcelona,188
2385,Alquiler,Lleida,144
2386,Venta,Girona,294
2387,Venta,Lleida,106
2388,Alquiler,Girona,250
2389,Venta,Lleida,290
2390,Alquiler,Barcelona,257
2391,Venta,Lleida,92
2392,Alquiler,Tarragona,283
2393,Venta,Girona,171
2394,Alquiler,Tarragona,300
2395,Venta,Barcelona,170
2396,Alquiler,Barcelona,236
2397,Alquiler,Tarragona,92
2398,Venta,Tarragona,106
2399,Alquiler,Lleida,104
2400,Venta,Girona,216
2401,Alquiler,Lleida,86
2402,Alquiler,Lleida,275
2403,Venta,Girona,221
2404,Alquiler,Barcelona,210
2405,Alquiler,Tarragona,197
2406,Venta,Barcelona,139
2407,Alquiler,Tarragona,199
2408,Alquiler,Lleida,195
2409,Venta,Tarragona,67
2410,Venta,Tarragona,201
2411,Alquiler,Girona,277
2412,Alquiler,Tarragona,123
2413,Alquiler,Lleida,257
2414,Venta,Girona,295
2415,Venta,Girona,179
2416,Venta,Girona,184
2417,Alquiler,Girona,167
2418,Alquiler,Lleida,176
2419,Alquiler,Lleida,149
2420,Alquiler,Tarragona,49
2421,Venta,Tarragona,280
2422,Alquiler,Girona,156
2423,Alquiler,Barcelona,225
2424,Venta,Barcelona,285
2425,Venta,Girona,247
2426,Venta,Barcelona,213
2427,Alquiler,Lleida,277
2428,Venta,Girona,273
2429,Venta,Girona,245
2430,Venta,Lleida,271
2431,Alquiler,Barcelona,232
2432,Venta,Girona,203
2433,Alquiler,Tarragona,202
2434,Alquiler,Lleida,125
2435,Venta,Girona,61
2436,Alquiler,Tarragona,195
2437,Venta,Lleida,129
2438,Alquiler,Barcelona,43
2439,Alquiler,Girona,278
2440,Alquiler,Barcelona,207
2441,Alquiler,Lleida,80
2442,Alquiler,Girona,233
2443,Alquiler,Tarragona,106
2444,Alquiler,Lleida,194
2445,Alquiler,Girona,253
2446,Venta,Girona,106
2447,Alquiler,Tarragona,40
2448,Venta,Barcelona,228
2449,Venta,Girona,202
2450,Venta,Barcelona,65
2451,Venta,Lleida,83
2452,Venta,Tarragona,181
2453,Alquiler,Lleida,86
2454,Venta,Tarragona,190
2455,Venta,Barcelona,156
2456,Venta,Lleida,234
2457,Alquiler,Tarragona,167
2458,Venta,Lleida,270
2459,Alquiler,Barcelona,209
2460,Alquiler,Girona,189
2461,Venta,Lleida,246
2462,Venta,Girona,110
2463,Venta,Tarragona,262
2464,Venta,Lleida,122
2465,Alquiler,Tarragona,91
2466,Venta,Lleida,224
2467,Venta,Barcelona,57
2468,Venta,Barcelona,260
2469,Venta,Girona,129
2470,Alquiler,Tarragona,211
2471,Venta,Tarragona,166
2472,Alquiler,Barcelona,173
2473,Venta,Lleida,126
2474,Alquiler,Lleida,264
2475,Alquiler,Tarragona,170
2476,Alquiler,Lleida,217
2477,Venta,Girona,294
2478,Venta,Tarragona,73
2479,Alquiler,Tarragona,81
2480,Venta,Lleida,209
2481,Venta,Barcelona,215
2482,Alquiler,Girona,169
2483,Alquiler,Lleida,201
2484,Alquiler,Tarragona,270
2485,Venta,Girona,115
2486,Alquiler,Girona,71
2487,Alquiler,Tarragona,255
2488,Alquiler,Lleida,267
2489,Alquiler,Tarragona,298
2490,Venta,Girona,160
2491,Venta,Girona,90
2492,Alquiler,Tarragona,119
2493,Venta,Girona,77
2494,Venta,Girona,98
2495,Venta,Barcelona,149
2496,Alquiler,Tarragona,133
2497,Alquiler,Barcelona,126
2498,Alquiler,Lleida,275
2499,Venta,Barcelona,165
2500,Alquiler,Girona,231
2501,Venta,Tarragona,89
2502,Venta,Girona,282
2503,Venta,Barcelona,245
2504,Venta,Lleida,239
2505,Alquiler,Girona,161
2506,Venta,Lleida,219
2507,Venta,Girona,204
2508,Alquiler,Tarragona,164
2509,Venta,Barcelona,146
2510,Alquiler,Lleida,83
2511,Venta,Tarragona,280
2512,Venta,Barcelona,180
2513,Venta,Lleida,134
2514,Alquiler,Lleida,245
2515,Alquiler,Tarragona,45
2516,Alquiler,Girona,297
2517,Venta,Tarragona,248
2518,Alquiler,Lleida,63
2519,Venta,Girona,277
2520,Venta,Lleida,212
2521,Alquiler,Girona,97
2522,Alquiler,Barcelona,241
2523,Venta,Tarragona,91
2524,Alquiler,Tarragona,246
2525,Alquiler,Tarragona,178
2526,Venta,Lleida,298
2527,Alquiler,Barcelona,177
2528,Alquiler,Barcelona,281
2529,Alquiler,Barcelona,113
2530,Alquiler,Tarragona,213
2531,Venta,Tarragona,66
2532,Alquiler,Lleida,155
2533,Venta,Girona,246
2534,Venta,Lleida,99
2535,Venta,Girona,214
2536,Alquiler,Girona,71
2537,Venta,Lleida,214
2538,Alquiler,Girona,68
2539,Alquiler,Girona,126
2540,Venta,Lleida,209
2541,Venta,Girona,291
2542,Venta,Girona,46
2543,Alquiler,Barcelona,160
2544,Venta,Girona,212
2545,Alquiler,Girona,89
2546,Alquiler,Lleida,234
2547,Venta,Girona,195
2548,Alquiler,Tarragona,147
2549,Alquiler,Barcelona,163
2550,Alquiler,Tarragona,187
2551,Alquiler,Lleida,103
2552,Alquiler,Girona,74
2553,Alquiler,Barcelona,275
2554,Venta,Barcelona,267
2555,Venta,Barcelona,250
2556,Alquiler,Barcelona,283
2557,Alquiler,Barcelona,212
2558,Alquiler,Girona,76
2559,Venta,Girona,136
2560,Alquiler,Girona,58
2561,Venta,Girona,144
2562,Alquiler,Barcelona,245
2563,Venta,Girona,103
2564,Alquiler,Barcelona,155
2565,Venta,Barcelona,81
2566,Venta,Barcelona,157
2567,Alquiler,Lleida,83
2568,Alquiler,Girona,50
2569,Venta,Barcelona,93
2570,Venta,Tarragona,191
2571,Venta,Tarragona,169
2572,Venta,Lleida,138
2573,Venta,Barcelona,256
2574,Venta,Lleida,58
2575,Venta,Barcelona,167
2576,Alquiler,Lleida,290
2577,Alquiler,Tarragona,139
2578,Alquiler,Girona,274
2579,Alquiler,Lleida,83
2580,Venta,Girona,130
2581,Venta,Girona,101
2582,Alquiler,Barcelona,155
2583,Alquiler,Barcelona,234
2584,Alquiler,Girona,244
2585,Alquiler,Lleida,252
2586,Venta,Barcelona,229
2587,Venta,Barcelona,193
2588,Alquiler,Barcelona,132
2589,Alquiler,Lleida,273
2590,Venta,Tarragona,213
2591,Venta,Girona,150
2592,Alquiler,Girona,147
2593,Venta,Lleida,265
2594,Alquiler,Girona,170
2595,Venta,Barcelona,258
2596,Venta,Girona,68
2597,Alquiler,Barcelona,91
2598,Venta,Lleida,259
2599,Venta,Barcelona,64
2600,Venta,Girona,200
2601,Alquiler,Lleida,157
2602,Venta,Girona,98
2603,Venta,Barcelona,112
2604,Alquiler,Lleida,163
2605,Alquiler,Tarragona,293
2606,Alquiler,Lleida,195
2607,Alquiler,Lleida,159
2608,Alquiler,Girona,123
2609,Venta,Barcelona,143
2610,Alquiler,Tarragona,177
2611,Venta,Girona,65
2612,Venta,Barcelona,294
2613,Venta,Tarragona,242
2614,Alquiler,Barcelona,239
2615,Alquiler,Lleida,282
2616,Alquiler,Barcelona,117
2617,Venta,Lleida,84
2618,Alquiler,Barcelona,93
2619,Alquiler,Lleida,102
2620,Venta,Tarragona,194
2621,Alquiler,Lleida,291
2622,Alquiler,Lleida,108
2623,Alquiler,Tarragona,52
2624,Venta,Tarragona,277
2625,Venta,Girona,97
2626,Venta,Girona,259
2627,Alquiler,Lleida,237
2628,Venta,Tarragona,295
2629,Alquiler,Tarragona,53
2630,Venta,Lleida,291
2631,Venta,Lleida,186
2632,Venta,Tarragona,115
2633,Venta,Girona,234
2634,Alquiler,Tarragona,253
2635,Alquiler,Barcelona,169
2636,Venta,Girona,249
2637,Alquiler,Girona,97
2638,Venta,Girona,211
2639,Venta,Tarragona,78
2640,Venta,Girona,133
2641,Alquiler,Lleida,275
2642,Alquiler,Lleida,274
2643,Venta,Barcelona,282
2644,Venta,Lleida,232
2645,Alquiler,Tarragona,268
2646,Alquiler,Barcelona,270
2647,Alquiler,Barcelona,220
2648,Venta,Girona,112
2649,Venta,Tarragona,275
2650,Alquiler,Barcelona,126
2651,Venta,Tarragona,98
2652,Venta,Barcelona,110
2653,Alquiler,Girona,297
2654,Venta,Lleida,118
2655,Alquiler,Barcelona,86
2656,Alquiler,Barcelona,192
2657,Alquiler,Tarragona,207
2658,Venta,Tarragona,73
2659,Alquiler,Tarragona,61
2660,Venta,Girona,81
2661,Venta,Lleida,179
2662,Alquiler,Girona,116
2663,Venta,Lleida,164
2664,Alquiler,Girona,71
2665,Venta,Barcelona,258
2666,Alquiler,Lleida,118
2667,Venta,Tarragona,84
2668,Venta,Girona,165
2669,Alquiler,Barcelona,215
2670,Venta,Lleida,99
2671,Venta,Barcelona,128
2672,Alquiler,Barcelona,40
2673,Venta,Barcelona,173
2674,Venta,Barcelona,41
2675,Venta,Girona,294
2676,Venta,Lleida,214
2677,Venta,Tarragona,239
2678,Alquiler,Girona,58
2679,Venta,Tarragona,228
2680,Alquiler,Barcelona,61
2681,Venta,Lleida,269
2682,Alquiler,Barcelona,59
2683,Alquiler,Barcelona,67
2684,Alquiler,Girona,76
2685,Alquiler,Tarragona,199
2686,Alquiler,Barcelona,146
2687,Venta,Girona,220
2688,Venta,Girona,263
2689,Venta,Barcelona,272
2690,Alquiler,Girona,44
2691,Alquiler,Tarragona,73
2692,Venta,Tarragona,215
2693,Venta,Lleida,233
2694,Venta,Girona,186
2695,Venta,Tarragona,255
2696,Venta,Barcelona,298
2697,Alquiler,Barcelona,43
2698,Venta,Tarragona,70
2699,Venta,Girona,179
2700,Venta,Girona,203
2701,Alquiler,Tarragona,158
2702,Venta,Barcelona,289
2703,Alquiler,Barcelona,221
2704,Alquiler,Tarragona,67
2705,Alquiler,Lleida,171
2706,Venta,Tarragona,51
2707,Alquiler,Girona,242
2708,Alquiler,Girona,291
2709,Alquiler,Girona,274
2710,Venta,Girona,286
2711,Alquiler,Tarragona,71
2712,Venta,Girona,239
2713,Alquiler,Girona,53
2714,Alquiler,Lleida,151
2715,Venta,Lleida,224
2716,Alquiler,Tarragona,94
2717,Venta,Tarragona,245
2718,Alquiler,Lleida,122
2719,Venta,Lleida,188
2720,Venta,Tarragona,48
2721,Venta,Barcelona,251
2722,Alquiler,Lleida,142
2723,Venta,Lleida,202
2724,Alquiler,Tarragona,285
2725,Venta,Tarragona,100
2726,Venta,Tarragona,230
2727,Alquiler,Lleida,109
2728,Venta,Lleida,183
2729,Venta,Barcelona,68
2730,Venta,Barcelona,294
2731,Venta,Lleida,225
2732,Alquiler,Tarragona,117
2733,Venta,Girona,197
2734,Venta,Lleida,151
2735,Alquiler,Lleida,224
2736,Alquiler,Barcelona,72
2737,Alquiler,Lleida,109
2738,Alquiler,Tarragona,126
2739,Venta,Lleida,239
2740,Venta,Barcelona,144
2741,Venta,Lleida,182
2742,Venta,Tarragona,137
2743,Venta,Tarragona,245
2744,Venta,Barcelona,164
2745,Venta,Barcelona,131
2746,Alquiler,Tarragona,208
2747,Venta,Tarragona,132
2748,Venta,Lleida,211
2749,Venta,Lleida,257
2750,Alquiler,Barcelona,279
2751,Venta,Girona,257
2752,Venta,Lleida,138
2753,Venta,Barcelona,254
2754,Alquiler,Girona,134
2755,Venta,Girona,261
2756,Alquiler,Tarragona,189
2757,Venta,Lleida,98
2758,Alquiler,Lleida,41
2759,Alquiler,Barcelona,110
2760,Alquiler,Tarragona,77
2761,Venta,Tarragona,211
2762,Venta,Lleida,135
2763,Alquiler,Lleida,133
2764,Venta,Lleida,115
2765,Alquiler,Girona,194
2766,Venta,Barcelona,216
2767,Venta,Barcelona,258
2768,Venta,Girona,142
2769,Venta,Girona,244
2770,Venta,Girona,77
2771,Alquiler,Girona,72
2772,Venta,Barcelona,292
2773,Alquiler,Girona,271
2774,Venta,Barcelona,192
2775,Venta,Girona,290
2776,Venta,Tarragona,284
2777,Venta,Lleida,145
2778,Venta,Girona,295
2779,Venta,Girona,157
2780,Venta,Tarragona,95
2781,Venta,Barcelona,182
2782,Venta,Tarragona,223
2783,Venta,Barcelona,272
2784,Venta,Girona,51
2785,Venta,Tarragona,215
2786,Venta,Tarragona,123
2787,Alquiler,Barcelona,59
2788,Alquiler,Girona,136
2789,Venta,Girona,212
2790,Venta,Barcelona,99
2791,Venta,Lleida,217
2792,Venta,Girona,250
2793,Venta,Girona,57
2794,Alquiler,Lleida,280
2795,Alquiler,Barcelona,191
2796,Venta,Lleida,275
2797,Alquiler,Tarragona,202
2798,Alquiler,Barcelona,178
2799,Venta,Barcelona,212
2800,Venta,Tarragona,189
2801,Venta,Lleida,64
2802,Venta,Tarragona,244
2803,Alquiler,Lleida,117
2804,Venta,Girona,271
2805,Alquiler,Tarragona,271
2806,Venta,Barcelona,133
2807,Alquiler,Tarragona,293
2808,Venta,Girona,206
2809,Alquiler,Lleida,83
2810,Alquiler,Lleida,250
2811,Venta,Tarragona,85
2812,Venta,Barcelona,292
2813,Alquiler,Barcelona,128
2814,Venta,Girona,181
2815,Alquiler,Barcelona,92
2816,Alquiler,Tarragona,166
2817,Venta,Tarragona,44
