,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2468,2469,2006-06-04,Casa,Venta,Barcelona,260,1616680,2007-04-25,Carmen
2472,2473,2006-06-05,Parking,Alquiler,Barcelona,173,1251828,2007-03-04,Joaquín
2481,2482,2006-06-06,Industrial,Venta,Barcelona,215,984915,2006-12-07,María
2495,2496,2006-06-11,Piso,Venta,Barcelona,149,701492,2006-11-02,Carmen
2497,2498,2006-06-11,Piso,Alquiler,Barcelona,126,1102500,2006-10-13,Pedro
2499,2500,2006-06-11,Oficina,Venta,Barcelona,165,1204005,2007-01-23,María
2503,2504,2006-06-13,Local,Venta,Barcelona,245,2090340,,
2509,2510,2006-06-16,Suelo,Venta,Barcelona,146,954986,2007-04-23,María
2512,2513,2006-06-17,Casa,Venta,Barcelona,180,887940,2006-10-12,Jesús
2522,2523,2006-06-21,Casa,Alquiler,Barcelona,241,1327669,2007-03-10,Jesús
2527,2528,2006-06-24,Suelo,Alquiler,Barcelona,177,718266,2007-03-20,Joaquín
2528,2529,2006-06-24,Suelo,Alquiler,Barcelona,281,1521615,2007-04-19,Carmen
2529,2530,2006-06-24,Parking,Alquiler,Barcelona,113,797215,2006-12-03,María
2543,2544,2006-07-01,Industrial,Alquiler,Barcelona,160,774400,2007-02-07,Joaquín
2549,2550,2006-07-02,Parking,Alquiler,Barcelona,163,1298947,2006-12-23,María
2553,2554,2006-07-04,Industrial,Alquiler,Barcelona,275,2415325,2006-12-17,Carmen
2554,2555,2006-07-04,Casa,Venta,Barcelona,267,2091144,2006-12-24,Luisa
2555,2556,2006-07-04,Oficina,Venta,Barcelona,250,1298500,2006-11-24,Joaquín
2556,2557,2006-07-05,Parking,Alquiler,Barcelona,283,1470185,2006-12-18,Jesús
2557,2558,2006-07-06,Industrial,Alquiler,Barcelona,212,1758964,2007-03-24,Luisa
2562,2563,2006-07-08,Piso,Alquiler,Barcelona,245,1284045,2007-05-07,Joaquín
2564,2565,2006-07-08,Local,Alquiler,Barcelona,155,845370,2007-04-13,Joaquín
2565,2566,2006-07-09,Oficina,Venta,Barcelona,81,654885,2006-11-13,Pedro
2566,2567,2006-07-09,Suelo,Venta,Barcelona,157,914839,2006-10-21,Jesús
2569,2570,2006-07-10,Parking,Venta,Barcelona,93,512430,2007-04-28,Carmen
2573,2574,2006-07-11,Parking,Venta,Barcelona,256,2470912,,
2575,2576,2006-07-13,Suelo,Venta,Barcelona,167,888941,2007-04-19,Luisa
2582,2583,2006-07-17,Suelo,Alquiler,Barcelona,155,950615,2006-11-15,María
2583,2584,2006-07-17,Suelo,Alquiler,Barcelona,234,1016964,2007-03-18,Luisa
2586,2587,2006-07-18,Casa,Venta,Barcelona,229,1634373,2006-12-19,Jesús
2587,2588,2006-07-18,Industrial,Venta,Barcelona,193,1559054,,
2588,2589,2006-07-18,Industrial,Alquiler,Barcelona,132,949344,,
2595,2596,2006-07-21,Oficina,Venta,Barcelona,258,1700994,2006-10-23,Jesús
2597,2598,2006-07-21,Oficina,Alquiler,Barcelona,91,659022,2007-02-26,Pedro
2599,2600,2006-07-22,Parking,Venta,Barcelona,64,485824,2007-02-24,María
2603,2604,2006-07-24,Oficina,Venta,Barcelona,112,670208,2007-02-25,María
2609,2610,2006-07-27,Oficina,Venta,Barcelona,143,1365936,2007-03-13,María
2612,2613,2006-07-28,Casa,Venta,Barcelona,294,2618364,,
2614,2615,2006-07-28,Casa,Alquiler,Barcelona,239,2199995,2007-03-04,Jesús
2616,2617,2006-07-29,Suelo,Alquiler,Barcelona,117,610740,2007-04-06,María
2618,2619,2006-07-30,Local,Alquiler,Barcelona,93,867783,2006-12-30,María
2635,2636,2006-08-07,Parking,Alquiler,Barcelona,169,1673607,2007-01-07,Luisa
2643,2644,2006-08-09,Industrial,Venta,Barcelona,282,2205240,,
2646,2647,2006-08-11,Industrial,Alquiler,Barcelona,270,1705320,2007-03-26,Luisa
2647,2648,2006-08-11,Local,Alquiler,Barcelona,220,1772540,2006-12-25,Pedro
2650,2651,2006-08-12,Industrial,Alquiler,Barcelona,126,1199394,,
2652,2653,2006-08-13,Parking,Venta,Barcelona,110,643060,2006-12-24,Carmen
2655,2656,2006-08-13,Oficina,Alquiler,Barcelona,86,733236,2006-12-15,Jesús
2656,2657,2006-08-14,Oficina,Alquiler,Barcelona,192,1622400,2006-11-16,Carmen
2665,2666,2006-08-21,Oficina,Venta,Barcelona,258,2539236,2007-01-11,Joaquín
2669,2670,2006-08-22,Suelo,Alquiler,Barcelona,215,1694630,,
2671,2672,2006-08-22,Local,Venta,Barcelona,128,996096,2007-04-27,Luisa
2672,2673,2006-08-22,Parking,Alquiler,Barcelona,40,380280,2007-03-29,Jesús
2673,2674,2006-08-23,Casa,Venta,Barcelona,173,760854,2007-03-13,Jesús
2674,2675,2006-08-23,Piso,Venta,Barcelona,41,219145,2006-12-21,Carmen
2680,2681,2006-08-26,Parking,Alquiler,Barcelona,61,531493,2007-01-03,Jesús
2682,2683,2006-08-26,Parking,Alquiler,Barcelona,59,307744,2007-04-28,María
2683,2684,2006-08-27,Suelo,Alquiler,Barcelona,67,506252,,
2686,2687,2006-08-28,Piso,Alquiler,Barcelona,146,1287428,,
2689,2690,2006-08-29,Local,Venta,Barcelona,272,2399312,2006-12-28,Luisa
2696,2697,2006-08-31,Oficina,Venta,Barcelona,298,2977318,,
2697,2698,2006-09-01,Local,Alquiler,Barcelona,43,403770,2007-02-28,Jesús
2702,2703,2006-09-04,Casa,Venta,Barcelona,289,2534241,2007-01-28,María
2703,2704,2006-09-04,Casa,Alquiler,Barcelona,221,1556282,,
2721,2722,2006-09-10,Parking,Venta,Barcelona,251,2180939,,
2729,2730,2006-09-13,Parking,Venta,Barcelona,68,583236,,
2730,2731,2006-09-13,Piso,Venta,Barcelona,294,2885316,2007-02-13,María
2736,2737,2006-09-16,Oficina,Alquiler,Barcelona,72,604440,,
2740,2741,2006-09-19,Industrial,Venta,Barcelona,144,672192,2007-02-15,María
2744,2745,2006-09-19,Oficina,Venta,Barcelona,164,1040252,2007-01-02,Carmen
2745,2746,2006-09-20,Suelo,Venta,Barcelona,131,1134984,,
2750,2751,2006-09-21,Industrial,Alquiler,Barcelona,279,1262196,2007-04-24,Jesús
2753,2754,2006-09-23,Piso,Venta,Barcelona,254,2001266,2007-02-10,Luisa
2759,2760,2006-09-25,Piso,Alquiler,Barcelona,110,641080,2007-01-31,Carmen
2766,2767,2006-09-29,Industrial,Venta,Barcelona,216,1734264,2007-05-06,Pedro
2767,2768,2006-09-29,Casa,Venta,Barcelona,258,1536906,,
2772,2773,2006-10-02,Piso,Venta,Barcelona,292,1536212,,
2774,2775,2006-10-03,Local,Venta,Barcelona,192,1484544,,
2781,2782,2006-10-05,Industrial,Venta,Barcelona,182,896532,,
2783,2784,2006-10-06,Oficina,Venta,Barcelona,272,2008176,,
2787,2788,2006-10-08,Piso,Alquiler,Barcelona,59,552476,,
2790,2791,2006-10-08,Piso,Venta,Barcelona,99,914463,2007-01-22,Jesús
2795,2796,2006-10-09,Local,Alquiler,Barcelona,191,1345213,,
2798,2799,2006-10-11,Oficina,Alquiler,Barcelona,178,1319336,,
2799,2800,2006-10-11,Casa,Venta,Barcelona,212,2108128,,
2806,2807,2006-10-14,Piso,Venta,Barcelona,133,1066527,2007-04-30,Luisa
2812,2813,2006-10-17,Industrial,Venta,Barcelona,292,1905300,2007-03-12,Carmen
2813,2814,2006-10-17,Casa,Alquiler,Barcelona,128,544896,,
2815,2816,2006-10-18,Industrial,Alquiler,Barcelona,92,538568,,
2825,2826,2006-10-23,Industrial,Alquiler,Barcelona,242,1250172,2007-03-08,María
2838,2839,2006-10-26,Local,Venta,Barcelona,53,506256,,
2840,2841,2006-10-29,Industrial,Alquiler,Barcelona,172,1167020,2007-03-28,Pedro
2849,2850,2006-10-31,Parking,Venta,Barcelona,285,1638750,2007-05-04,Carmen
2856,2857,2006-11-03,Suelo,Alquiler,Barcelona,283,2569923,2007-03-28,Pedro
2860,2861,2006-11-03,Suelo,Alquiler,Barcelona,76,354084,,
2868,2869,2006-11-05,Industrial,Alquiler,Barcelona,75,480600,,
2869,2870,2006-11-05,Casa,Alquiler,Barcelona,212,1357648,2007-04-25,Luisa
2872,2873,2006-11-07,Industrial,Venta,Barcelona,136,1262624,2007-03-27,Carmen
2876,2877,2006-11-08,Local,Alquiler,Barcelona,174,799356,,
2882,2883,2006-11-09,Casa,Venta,Barcelona,70,407610,,
2887,2888,2006-11-11,Local,Alquiler,Barcelona,239,1197390,,
2889,2890,2006-11-12,Industrial,Venta,Barcelona,72,449064,,
2891,2892,2006-11-13,Industrial,Venta,Barcelona,262,2517034,,
2902,2903,2006-11-19,Piso,Venta,Barcelona,199,1370911,,
2912,2913,2006-11-24,Parking,Venta,Barcelona,131,1008176,,
2914,2915,2006-11-24,Parking,Venta,Barcelona,185,1635030,,
2917,2918,2006-11-27,Casa,Alquiler,Barcelona,141,1045233,,
2924,2925,2006-11-28,Casa,Venta,Barcelona,49,367206,2007-04-03,Jesús
2930,2931,2006-11-29,Local,Venta,Barcelona,230,1847590,,
2933,2934,2006-11-30,Casa,Venta,Barcelona,261,1752093,,
2935,2936,2006-11-30,Casa,Venta,Barcelona,219,883446,,
2938,2939,2006-12-02,Parking,Venta,Barcelona,187,1274218,,
2939,2940,2006-12-02,Local,Venta,Barcelona,94,789976,2007-03-08,María
2940,2941,2006-12-03,Piso,Venta,Barcelona,274,2474220,,
2942,2943,2006-12-04,Piso,Venta,Barcelona,261,2198403,2007-03-09,Joaquín
2946,2947,2006-12-06,Suelo,Venta,Barcelona,186,1367100,,
2953,2954,2006-12-08,Local,Venta,Barcelona,185,1255595,,
2964,2965,2006-12-11,Local,Venta,Barcelona,128,752896,,
2965,2966,2006-12-12,Parking,Alquiler,Barcelona,147,679140,,
2966,2967,2006-12-12,Casa,Venta,Barcelona,43,305128,,
2969,2970,2006-12-14,Local,Alquiler,Barcelona,200,1385200,2007-03-31,Joaquín
2970,2971,2006-12-14,Industrial,Alquiler,Barcelona,291,2797092,,
2972,2973,2006-12-15,Casa,Venta,Barcelona,134,1295914,,
2979,2980,2006-12-17,Casa,Alquiler,Barcelona,200,1957200,,
2980,2981,2006-12-17,Piso,Alquiler,Barcelona,182,1421056,2007-04-04,María
2981,2982,2006-12-17,Oficina,Alquiler,Barcelona,72,339192,,
2984,2985,2006-12-19,Parking,Venta,Barcelona,200,1407200,,
2985,2986,2006-12-19,Casa,Venta,Barcelona,281,2244066,2007-03-26,Joaquín
2989,2990,2006-12-20,Suelo,Venta,Barcelona,48,247584,2007-04-08,Joaquín
2990,2991,2006-12-21,Parking,Venta,Barcelona,139,562394,,
2992,2993,2006-12-22,Casa,Alquiler,Barcelona,100,835600,,
2994,2995,2006-12-23,Parking,Venta,Barcelona,237,1997436,,
2998,2999,2006-12-24,Suelo,Venta,Barcelona,263,1403631,,
3012,3013,2006-12-29,Oficina,Venta,Barcelona,257,1245165,,
3016,3017,2006-12-30,Casa,Alquiler,Barcelona,264,1060488,2007-04-28,Joaquín
3021,3022,2007-01-01,Parking,Alquiler,Barcelona,106,906830,,
3036,3037,2007-01-09,Oficina,Venta,Barcelona,196,1022140,,
3038,3039,2007-01-09,Suelo,Alquiler,Barcelona,185,1156990,,
3041,3042,2007-01-09,Parking,Venta,Barcelona,64,610816,,
3044,3045,2007-01-10,Piso,Alquiler,Barcelona,222,1296258,,
3045,3046,2007-01-10,Parking,Venta,Barcelona,233,1077858,2007-04-30,María
3046,3047,2007-01-10,Oficina,Alquiler,Barcelona,196,1880032,,
3049,3050,2007-01-11,Oficina,Venta,Barcelona,100,440500,,
3050,3051,2007-01-11,Casa,Venta,Barcelona,259,1369333,,
3055,3056,2007-01-13,Piso,Alquiler,Barcelona,70,511700,,
3056,3057,2007-01-13,Suelo,Venta,Barcelona,217,1578675,,
3059,3060,2007-01-14,Suelo,Alquiler,Barcelona,289,2427311,,
3062,3063,2007-01-15,Parking,Alquiler,Barcelona,71,537825,,
3063,3064,2007-01-15,Piso,Venta,Barcelona,120,761520,,
3066,3067,2007-01-16,Piso,Venta,Barcelona,256,1856000,,
3067,3068,2007-01-17,Casa,Alquiler,Barcelona,196,814380,,
3073,3074,2007-01-20,Oficina,Alquiler,Barcelona,123,885969,,
3077,3078,2007-01-20,Industrial,Venta,Barcelona,239,1517889,,
3081,3082,2007-01-21,Parking,Alquiler,Barcelona,268,1420132,,
3084,3085,2007-01-23,Local,Alquiler,Barcelona,108,784080,,
3091,3092,2007-01-26,Parking,Alquiler,Barcelona,189,1788885,,
3097,3098,2007-01-29,Industrial,Alquiler,Barcelona,79,381254,,
3098,3099,2007-01-29,Oficina,Alquiler,Barcelona,296,2563064,,
3099,3100,2007-01-29,Parking,Venta,Barcelona,230,1445090,,
3102,3103,2007-01-31,Suelo,Venta,Barcelona,101,921827,,
3110,3111,2007-02-02,Oficina,Venta,Barcelona,102,860676,,
3111,3112,2007-02-02,Suelo,Venta,Barcelona,124,684356,,
3112,3113,2007-02-03,Piso,Alquiler,Barcelona,112,1005648,,
3113,3114,2007-02-03,Casa,Alquiler,Barcelona,158,1045486,,
3118,3119,2007-02-06,Industrial,Venta,Barcelona,113,952929,,
3121,3122,2007-02-06,Industrial,Venta,Barcelona,105,496020,,
3124,3125,2007-02-10,Piso,Venta,Barcelona,119,688058,,
3131,3132,2007-02-11,Parking,Venta,Barcelona,54,521910,,
3132,3133,2007-02-12,Suelo,Alquiler,Barcelona,59,519023,,
3135,3136,2007-02-12,Local,Venta,Barcelona,82,417626,,
3151,3152,2007-02-19,Casa,Venta,Barcelona,61,260775,,
3153,3154,2007-02-20,Casa,Venta,Barcelona,281,1527516,,
3156,3157,2007-02-22,Local,Alquiler,Barcelona,95,435670,,
3157,3158,2007-02-22,Local,Venta,Barcelona,267,1127274,,
3161,3162,2007-02-23,Industrial,Venta,Barcelona,261,2186658,,
3165,3166,2007-02-24,Suelo,Venta,Barcelona,87,348696,,
3172,3173,2007-02-27,Suelo,Venta,Barcelona,279,1395837,,
3183,3184,2007-03-03,Piso,Alquiler,Barcelona,266,2233602,,
3184,3185,2007-03-03,Industrial,Venta,Barcelona,251,1913624,,
3189,3190,2007-03-05,Parking,Venta,Barcelona,213,1324008,,
3191,3192,2007-03-05,Piso,Venta,Barcelona,280,2439640,,
3193,3194,2007-03-07,Parking,Alquiler,Barcelona,62,397606,,
3201,3202,2007-03-09,Oficina,Venta,Barcelona,298,1360966,,
3212,3213,2007-03-14,Casa,Alquiler,Barcelona,53,503871,,
3218,3219,2007-03-15,Oficina,Alquiler,Barcelona,95,905920,,
3229,3230,2007-03-17,Suelo,Alquiler,Barcelona,88,476784,,
3230,3231,2007-03-18,Oficina,Alquiler,Barcelona,106,520672,,
3232,3233,2007-03-19,Oficina,Venta,Barcelona,110,713680,,
3238,3239,2007-03-20,Local,Venta,Barcelona,159,1056714,,
3241,3242,2007-03-21,Suelo,Alquiler,Barcelona,60,586920,,
3244,3245,2007-03-22,Industrial,Alquiler,Barcelona,283,1800729,,
3245,3246,2007-03-23,Parking,Venta,Barcelona,144,1035648,,
3246,3247,2007-03-23,Oficina,Venta,Barcelona,95,940310,,
3247,3248,2007-03-23,Piso,Venta,Barcelona,135,1298025,,
3257,3258,2007-03-27,Local,Venta,Barcelona,182,777868,,
3262,3263,2007-03-29,Casa,Alquiler,Barcelona,197,1630569,,
3266,3267,2007-03-31,Casa,Venta,Barcelona,199,1682346,,
3267,3268,2007-04-01,Industrial,Alquiler,Barcelona,300,2908500,,
3274,3275,2007-04-03,Casa,Venta,Barcelona,42,417564,,
3277,3278,2007-04-05,Oficina,Alquiler,Barcelona,146,725474,,
3281,3282,2007-04-06,Parking,Alquiler,Barcelona,220,1296900,,
3285,3286,2007-04-07,Suelo,Alquiler,Barcelona,257,2490587,,
3287,3288,2007-04-09,Local,Alquiler,Barcelona,293,2065357,,
3295,3296,2007-04-11,Industrial,Venta,Barcelona,89,414829,,
3302,3303,2007-04-12,Local,Alquiler,Barcelona,229,916229,,
3313,3314,2007-04-18,Casa,Venta,Barcelona,284,1808512,,
3315,3316,2007-04-19,Oficina,Alquiler,Barcelona,146,1063902,,
3320,3321,2007-04-23,Parking,Alquiler,Barcelona,81,607014,,
3321,3322,2007-04-23,Local,Venta,Barcelona,44,180048,,
3322,3323,2007-04-23,Piso,Venta,Barcelona,283,2686236,,
3323,3324,2007-04-24,Oficina,Venta,Barcelona,136,807432,,
3325,3326,2007-04-25,Industrial,Alquiler,Barcelona,296,2078216,,
3326,3327,2007-04-25,Suelo,Alquiler,Barcelona,161,999005,,
3328,3329,2007-04-26,Piso,Venta,Barcelona,264,2517504,,
3329,3330,2007-04-27,Parking,Venta,Barcelona,88,612568,,
3335,3336,2007-04-30,Piso,Alquiler,Barcelona,88,397408,,
