,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1598,1599,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06,Pedro
1604,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29,Carmen
1611,1612,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24,Pedro
1612,1613,2005-08-03,Industrial,Alquiler,Girona,84,690396,2006-02-08,Carmen
1614,1615,2005-08-03,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
1618,1619,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06,María
1619,1620,2005-08-04,Parking,Alquiler,Girona,56,375592,2006-02-20,Jesús
1620,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27,María
1627,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
1630,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09,Pedro
1633,1634,2005-08-07,Industrial,Venta,Girona,92,739864,2006-01-28,Luisa
1635,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
1637,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
1638,1639,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05,Jesús
1641,1642,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16,Joaquín
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1644,1645,2005-08-10,Casa,Alquiler,Girona,133,958132,2006-06-04,Pedro
1645,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
1646,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
1651,1652,2005-08-15,Casa,Alquiler,Girona,63,601398,2006-03-01,Carmen
1663,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
1668,1669,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31,Jesús
1669,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
1671,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
1673,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24,María
1676,1677,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08,María
1680,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02,María
1681,1682,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04,Jesús
1683,1684,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03,Carmen
1684,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27,Pedro
1686,1687,2005-08-29,Parking,Alquiler,Girona,82,700854,2006-04-22,María
1687,1688,2005-08-29,Piso,Alquiler,Lleida,252,1923516,2006-05-23,Pedro
1688,1689,2005-08-29,Piso,Alquiler,Girona,108,581580,2006-08-04,Carmen
1689,1690,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12,Carmen
1693,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
1694,1695,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28,Jesús
1696,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03,María
1702,1703,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28,Carmen
1705,1706,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05,Carmen
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1712,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17,María
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1723,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
1726,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
1734,1735,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14,María
1738,1739,2005-09-16,Local,Alquiler,Girona,91,838292,2006-04-16,Pedro
1741,1742,2005-09-17,Parking,Venta,Girona,70,428190,2006-02-20,Jesús
1742,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
1746,1747,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27,Jesús
1749,1750,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21,Luisa
1750,1751,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24,Jesús
1761,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
1762,1763,2005-09-27,Local,Alquiler,Girona,78,678132,2006-04-23,María
1770,1771,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28,María
1774,1775,2005-10-01,Local,Venta,Girona,53,446313,2006-08-16,Pedro
1776,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
1781,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26,Luisa
1782,1783,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24,Pedro
1783,1784,2005-10-03,Parking,Alquiler,Girona,85,809115,2006-05-25,María
1786,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
1787,1788,2005-10-03,Parking,Venta,Girona,85,658835,2006-07-14,Luisa
1788,1789,2005-10-04,Oficina,Alquiler,Girona,85,749275,2006-01-05,María
1789,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
1790,1791,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24,Carmen
1792,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28,Joaquín
1793,1794,2005-10-05,Local,Alquiler,Girona,118,970314,2006-02-15,Luisa
1795,1796,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31,Jesús
1798,1799,2005-10-06,Oficina,Alquiler,Lleida,289,2249576,2006-06-18,Carmen
1802,1803,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10,Luisa
1805,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
1806,1807,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01,María
1808,1809,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07,María
1812,1813,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21,María
1814,1815,2005-10-12,Local,Alquiler,Girona,72,686232,2006-09-12,Luisa
1816,1817,2005-10-13,Industrial,Venta,Girona,76,368676,2006-09-29,Luisa
1817,1818,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25,Luisa
1820,1821,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21,Carmen
1821,1822,2005-10-15,Casa,Venta,Girona,84,437640,2006-02-09,María
1822,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
1823,1824,2005-10-15,Local,Alquiler,Lleida,257,2136184,2006-04-18,Jesús
1824,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
1826,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
1833,1834,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09,Joaquín
1838,1839,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28,Jesús
1839,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12,Carmen
1841,1842,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05,Pedro
1847,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02,María
1848,1849,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10,Pedro
1851,1852,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28,Luisa
1854,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
1855,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
1856,1857,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19,María
1858,1859,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18,Pedro
1859,1860,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23,María
1863,1864,2005-11-02,Oficina,Alquiler,Girona,67,304113,2006-06-29,Joaquín
1867,1868,2005-11-04,Suelo,Venta,Girona,69,667299,2006-10-25,Luisa
1868,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
1869,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21,María
1870,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
1871,1872,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05,Carmen
1877,1878,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18,María
1879,1880,2005-11-08,Oficina,Alquiler,Girona,153,912798,2006-05-31,Jesús
1882,1883,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18,Jesús
1885,1886,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05,Joaquín
1889,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
1893,1894,2005-11-14,Parking,Venta,Girona,46,426880,2006-05-16,Luisa
1894,1895,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05,María
1899,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
1911,1912,2005-11-22,Industrial,Venta,Girona,95,783370,2006-09-04,Jesús
1912,1913,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18,María
1915,1916,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25,Pedro
1917,1918,2005-11-23,Parking,Venta,Girona,45,301815,2006-10-19,Joaquín
1919,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19,María
1920,1921,2005-11-24,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
1922,1923,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19,María
1923,1924,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23,Carmen
1924,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14,Joaquín
1925,1926,2005-11-25,Suelo,Alquiler,Girona,103,557127,2006-05-08,Carmen
1926,1927,2005-11-26,Parking,Alquiler,Girona,46,187680,2006-11-13,Luisa
1928,1929,2005-11-26,Piso,Alquiler,Girona,96,854496,2006-03-28,Pedro
1929,1930,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20,Pedro
1930,1931,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23,Jesús
1931,1932,2005-11-27,Local,Venta,Girona,88,795696,2006-05-24,María
1936,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
1938,1939,2005-11-29,Industrial,Alquiler,Girona,137,693631,2006-07-21,Carmen
1939,1940,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11,Pedro
1941,1942,2005-11-30,Oficina,Alquiler,Girona,113,747947,2006-06-09,Pedro
1942,1943,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10,Jesús
1943,1944,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17,Jesús
1944,1945,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09,Luisa
1945,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
1950,1951,2005-12-05,Industrial,Alquiler,Girona,162,753786,2006-09-26,Jesús
1952,1953,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13,Jesús
1953,1954,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25,Joaquín
1955,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
1956,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
1957,1958,2005-12-09,Parking,Alquiler,Lleida,296,1536832,2006-08-22,Joaquín
1959,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
1963,1964,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29,María
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1970,1971,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25,Joaquín
1972,1973,2005-12-17,Parking,Venta,Girona,67,490507,2006-04-01,María
1973,1974,2005-12-17,Parking,Alquiler,Girona,57,387828,2006-03-25,Luisa
1979,1980,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18,Carmen
1980,1981,2005-12-20,Local,Alquiler,Girona,49,425565,2006-05-06,Joaquín
1984,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
1986,1987,2005-12-21,Parking,Alquiler,Girona,139,875978,2006-05-04,Jesús
1987,1988,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20,María
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1990,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
1992,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
1993,1994,2005-12-23,Casa,Venta,Girona,86,651192,2006-04-23,Luisa
1994,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
1997,1998,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17,Luisa
2000,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2001,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2002,2003,2005-12-26,Piso,Alquiler,Tarragona,300,1432500,2006-06-21,María
2005,2006,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21,Jesús
2010,2011,2005-12-28,Oficina,Venta,Lleida,259,1555813,2006-09-17,Carmen
2013,2014,2005-12-30,Oficina,Alquiler,Girona,227,2029607,2006-10-20,Carmen
2014,2015,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01,María
2015,2016,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07,Jesús
2022,2023,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26,Luisa
2023,2024,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04,Joaquín
2024,2025,2006-01-02,Local,Alquiler,Lleida,277,1499678,2006-11-03,Luisa
2026,2027,2006-01-03,Industrial,Venta,Girona,41,368959,2006-08-29,Carmen
2031,2032,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21,María
2032,2033,2006-01-03,Casa,Alquiler,Girona,155,1247750,2006-09-11,María
2033,2034,2006-01-05,Casa,Alquiler,Girona,163,761047,2006-10-16,Luisa
2034,2035,2006-01-05,Industrial,Venta,Lleida,289,1809140,2006-09-12,Joaquín
2037,2038,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19,María
2042,2043,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07,María
2045,2046,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26,Luisa
2048,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04,Jesús
2051,2052,2006-01-11,Industrial,Alquiler,Girona,68,386036,2006-10-14,Jesús
2052,2053,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07,María
2054,2055,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05,Jesús
2055,2056,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05,Jesús
2060,2061,2006-01-13,Suelo,Venta,Lleida,261,1615851,2006-12-25,Jesús
2062,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03,María
2065,2066,2006-01-14,Local,Alquiler,Girona,165,1461570,2006-10-17,Carmen
2067,2068,2006-01-14,Local,Alquiler,Lleida,255,2494410,2006-11-22,Luisa
2070,2071,2006-01-15,Oficina,Alquiler,Lleida,272,2487712,2006-04-25,Carmen
2072,2073,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16,María
2075,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20,Carmen
2079,2080,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21,María
2080,2081,2006-01-18,Local,Venta,Girona,66,500610,2006-05-15,Luisa
2082,2083,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28,María
2083,2084,2006-01-19,Parking,Alquiler,Girona,188,1422220,2006-07-20,María
2084,2085,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28,María
2085,2086,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26,Pedro
2086,2087,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15,Pedro
2091,2092,2006-01-23,Suelo,Venta,Girona,85,472685,2006-09-01,Pedro
2092,2093,2006-01-23,Industrial,Alquiler,Tarragona,293,1182841,2006-06-15,María
2093,2094,2006-01-23,Casa,Alquiler,Girona,154,1427118,2006-10-03,Pedro
2097,2098,2006-01-24,Oficina,Alquiler,Girona,123,1133199,2006-09-23,Luisa
2109,2110,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15,Pedro
2110,2111,2006-01-26,Oficina,Venta,Lleida,261,2233899,2006-10-29,Luisa
2112,2113,2006-01-26,Oficina,Venta,Lleida,258,2111472,2006-05-31,Joaquín
2114,2115,2006-01-28,Casa,Alquiler,Tarragona,254,1713992,2006-07-08,Pedro
2115,2116,2006-01-28,Parking,Alquiler,Tarragona,294,1355046,2006-10-02,Jesús
2118,2119,2006-01-29,Suelo,Alquiler,Girona,98,509600,2006-11-10,Pedro
2119,2120,2006-01-30,Oficina,Alquiler,Girona,75,378900,2006-12-16,Carmen
2121,2122,2006-01-30,Oficina,Alquiler,Girona,123,757434,2006-08-23,Pedro
2125,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13,María
2127,2128,2006-02-02,Parking,Venta,Lleida,264,2181432,2006-12-25,María
2130,2131,2006-02-02,Oficina,Alquiler,Tarragona,288,1820448,2006-11-13,Joaquín
2134,2135,2006-02-04,Industrial,Alquiler,Tarragona,283,1709037,2006-07-14,Carmen
2137,2138,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07,Pedro
2151,2152,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11,Jesús
2153,2154,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25,Carmen
2154,2155,2006-02-09,Industrial,Alquiler,Girona,252,1949220,2006-10-20,Carmen
2155,2156,2006-02-09,Industrial,Alquiler,Tarragona,259,1627556,2006-05-30,María
2156,2157,2006-02-10,Casa,Venta,Tarragona,254,1522222,2007-02-05,María
2165,2166,2006-02-14,Parking,Alquiler,Girona,131,1163542,2007-01-18,Luisa
2172,2173,2006-02-16,Oficina,Venta,Tarragona,279,2331324,2006-08-02,Joaquín
2175,2176,2006-02-16,Suelo,Alquiler,Tarragona,276,1302720,2006-11-09,María
2177,2178,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24,Pedro
2178,2179,2006-02-17,Oficina,Venta,Girona,127,928243,2006-05-25,María
2184,2185,2006-02-18,Local,Alquiler,Girona,88,770968,2006-10-27,Luisa
2187,2188,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26,Pedro
2188,2189,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12,Pedro
2192,2193,2006-02-21,Parking,Alquiler,Barcelona,260,2470000,2006-05-27,Luisa
2199,2200,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23,María
2200,2201,2006-02-24,Industrial,Alquiler,Barcelona,257,1598283,2007-02-03,Luisa
2205,2206,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13,Pedro
2206,2207,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03,Carmen
2208,2209,2006-03-01,Oficina,Venta,Tarragona,296,1761200,2007-02-13,Joaquín
2211,2212,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18,Jesús
2212,2213,2006-03-02,Suelo,Alquiler,Girona,97,493924,2007-01-21,Luisa
2213,2214,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16,Carmen
2215,2216,2006-03-03,Casa,Alquiler,Girona,125,657500,2007-03-02,Carmen
2220,2221,2006-03-04,Parking,Alquiler,Girona,269,1908286,2007-01-29,Jesús
2221,2222,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16,María
2222,2223,2006-03-04,Piso,Alquiler,Girona,99,927927,2006-09-04,María
2223,2224,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26,Jesús
2225,2226,2006-03-05,Oficina,Alquiler,Girona,177,980934,2006-09-11,Luisa
2226,2227,2006-03-06,Casa,Venta,Girona,131,732028,2006-07-04,Pedro
2229,2230,2006-03-06,Local,Alquiler,Girona,143,1205347,2006-12-22,María
2230,2231,2006-03-07,Industrial,Alquiler,Girona,223,1510825,2006-06-19,Luisa
2232,2233,2006-03-07,Suelo,Alquiler,Girona,162,1202850,2006-11-30,Pedro
2238,2239,2006-03-09,Oficina,Alquiler,Tarragona,272,1705712,2006-06-19,Joaquín
2239,2240,2006-03-09,Casa,Venta,Girona,52,503828,2006-09-26,Jesús
2240,2241,2006-03-11,Suelo,Alquiler,Girona,258,1930614,2006-07-07,Joaquín
2243,2244,2006-03-12,Casa,Alquiler,Girona,150,1159650,2006-09-22,Joaquín
2245,2246,2006-03-13,Industrial,Alquiler,Girona,240,2175360,2006-09-07,Luisa
2248,2249,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11,María
2250,2251,2006-03-15,Casa,Alquiler,Girona,283,1219730,2006-07-26,Pedro
2252,2253,2006-03-16,Piso,Venta,Tarragona,258,1646556,2006-11-30,Carmen
2256,2257,2006-03-17,Piso,Alquiler,Girona,196,1611708,2007-01-08,Jesús
2258,2259,2006-03-19,Oficina,Alquiler,Girona,286,1413698,2007-03-15,Carmen
2263,2264,2006-03-20,Industrial,Alquiler,Lleida,274,1456858,2006-07-28,Pedro
2265,2266,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02,Luisa
2267,2268,2006-03-21,Parking,Alquiler,Girona,97,885998,2007-01-31,Carmen
2269,2270,2006-03-23,Oficina,Venta,Girona,202,823150,2007-01-31,Jesús
2270,2271,2006-03-23,Local,Alquiler,Girona,225,1501650,2006-06-22,Jesús
2276,2277,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08,Carmen
2277,2278,2006-03-26,Oficina,Alquiler,Tarragona,294,2427558,2007-01-30,Pedro
2279,2280,2006-03-28,Parking,Alquiler,Tarragona,290,1442460,2007-01-28,Carmen
2280,2281,2006-03-28,Suelo,Alquiler,Barcelona,254,1558036,2007-03-15,María
2282,2283,2006-03-29,Oficina,Alquiler,Girona,42,238014,2006-09-04,Pedro
2283,2284,2006-03-29,Local,Alquiler,Girona,70,433370,2006-09-20,María
2284,2285,2006-03-30,Piso,Venta,Girona,203,875336,2006-08-28,María
2287,2288,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23,Joaquín
2290,2291,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31,Joaquín
2291,2292,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14,Joaquín
2298,2299,2006-04-02,Industrial,Alquiler,Girona,41,403727,2006-12-26,Jesús
2302,2303,2006-04-03,Industrial,Alquiler,Girona,79,595660,2006-09-03,Pedro
2307,2308,2006-04-05,Local,Alquiler,Lleida,261,2598516,2006-08-29,Carmen
2308,2309,2006-04-05,Parking,Venta,Tarragona,298,2236490,2007-01-07,Joaquín
2309,2310,2006-04-06,Suelo,Venta,Girona,82,593352,2006-11-25,Joaquín
2310,2311,2006-04-06,Suelo,Alquiler,Girona,80,770800,2006-11-02,Pedro
2311,2312,2006-04-07,Parking,Alquiler,Girona,261,1189377,2006-09-19,Jesús
2312,2313,2006-04-07,Suelo,Alquiler,Girona,82,418610,2007-03-03,Joaquín
2315,2316,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27,Carmen
2323,2324,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07,Joaquín
2325,2326,2006-04-10,Casa,Venta,Girona,89,729444,2006-12-27,Luisa
2333,2334,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24,María
2334,2335,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27,Luisa
2337,2338,2006-04-15,Industrial,Alquiler,Girona,154,960960,2007-03-23,Jesús
2340,2341,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25,Carmen
2343,2344,2006-04-20,Oficina,Alquiler,Girona,120,1085160,2006-08-14,Luisa
2346,2347,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05,Carmen
2348,2349,2006-04-22,Casa,Venta,Girona,107,668322,2007-04-13,María
2351,2352,2006-04-22,Local,Venta,Tarragona,252,1690164,2006-11-16,María
2354,2355,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31,Luisa
2355,2356,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23,Jesús
2356,2357,2006-04-23,Industrial,Alquiler,Girona,75,622200,2006-11-26,María
2357,2358,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17,Carmen
2358,2359,2006-04-25,Suelo,Alquiler,Girona,193,1363352,2007-04-02,Carmen
2362,2363,2006-04-27,Parking,Alquiler,Tarragona,286,2398682,2006-08-06,Joaquín
2363,2364,2006-04-28,Parking,Alquiler,Girona,70,533680,2007-01-09,María
2364,2365,2006-04-28,Local,Alquiler,Tarragona,279,1794807,2006-11-18,Luisa
2365,2366,2006-04-28,Parking,Alquiler,Tarragona,270,1716390,2006-11-22,Jesús
2370,2371,2006-04-29,Suelo,Venta,Lleida,270,2364390,2007-04-02,Luisa
2371,2372,2006-04-30,Local,Alquiler,Girona,220,1548800,2006-10-04,María
2374,2375,2006-05-01,Local,Venta,Girona,138,686826,2007-04-30,María
2375,2376,2006-05-01,Casa,Alquiler,Tarragona,296,2813776,2006-10-22,Luisa
2376,2377,2006-05-01,Parking,Alquiler,Girona,123,984369,2007-03-23,Pedro
2377,2378,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01,Jesús
2380,2381,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17,María
2382,2383,2006-05-03,Industrial,Alquiler,Girona,250,1002500,2007-01-16,Carmen
2383,2384,2006-05-03,Casa,Venta,Girona,91,680043,2007-02-03,Pedro
2386,2387,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28,Luisa
2388,2389,2006-05-05,Local,Alquiler,Girona,250,2281250,2007-03-08,Luisa
2389,2390,2006-05-05,Casa,Venta,Lleida,290,1853390,2007-05-01,Luisa
2390,2391,2006-05-08,Casa,Alquiler,Barcelona,257,1591344,2007-01-19,Luisa
2392,2393,2006-05-09,Piso,Alquiler,Tarragona,283,2072692,2006-10-02,Carmen
2393,2394,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07,Carmen
2394,2395,2006-05-10,Piso,Alquiler,Tarragona,300,2585100,2006-10-15,Luisa
2400,2401,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26,María
2402,2403,2006-05-13,Oficina,Alquiler,Lleida,275,1819950,2006-11-11,Luisa
2403,2404,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10,Luisa
2411,2412,2006-05-16,Local,Alquiler,Girona,277,1802993,2007-03-01,Joaquín
2413,2414,2006-05-16,Oficina,Alquiler,Lleida,257,2203004,2006-11-15,Pedro
